epoch,batch,loss
1,0,1.7778762578964233
1,1,35.41352462768555
1,2,4.841026306152344
1,3,4.114518165588379
1,4,15.1768217086792
1,5,14.635886192321777
1,6,3.0371317863464355
1,7,3.939708709716797
1,8,1.8134888410568237
1,9,3.2926297187805176
1,10,3.3131256103515625
1,11,5.18806791305542
1,12,3.207226514816284
1,13,2.614013433456421
1,14,0.6804147958755493
1,15,0.46964460611343384
1,16,2.2153706550598145
1,17,3.386178970336914
1,18,2.5022330284118652
1,19,1.3823145627975464
1,20,1.2519168853759766
1,21,1.2002276182174683
1,22,3.2567412853240967
1,23,0.3553658127784729
1,24,1.0014278888702393
1,25,0.7316951155662537
1,26,0.6512271165847778
1,27,1.2022422552108765
1,28,0.47577425837516785
1,29,1.0358284711837769
1,30,1.5916664600372314
1,31,0.7891122102737427
1,32,2.0589218139648438
1,33,0.6604864001274109
1,34,0.5498000383377075
1,35,0.21741437911987305
1,36,1.4010499715805054
1,37,3.372119903564453
1,38,0.9524846076965332
1,39,1.4153175354003906
1,40,0.5710737109184265
1,41,0.08145353943109512
1,42,1.2461739778518677
1,43,0.9042025804519653
1,44,0.9542274475097656
1,45,0.5869096517562866
1,46,0.46841517090797424
1,47,1.6286108493804932
1,48,2.539238691329956
1,49,0.9348244071006775
1,50,0.6749793291091919
1,51,0.8548435568809509
1,52,0.7213807106018066
1,53,0.2919212281703949
1,54,0.3472326993942261
1,55,0.624904215335846
1,56,0.584650993347168
1,57,1.5056548118591309
1,58,0.4978688359260559
1,59,0.5245747566223145
1,60,0.6342237591743469
1,61,0.5297543406486511
1,62,0.5042726397514343
1,63,1.4469672441482544
1,64,1.0949679613113403
1,65,0.7363829612731934
1,66,0.2549561858177185
1,67,0.20177634060382843
1,68,0.6532681584358215
1,69,0.7351271510124207
1,70,0.8645278811454773
1,71,0.4366876780986786
1,72,1.3447836637496948
1,73,0.3557022213935852
1,74,1.0113013982772827
1,75,0.483927458524704
1,76,1.366160273551941
1,77,0.4931504726409912
1,78,2.265202283859253
1,79,2.6841084957122803
1,80,2.91247820854187
1,81,1.4748573303222656
1,82,1.0797206163406372
1,83,0.5374851226806641
1,84,0.5612897872924805
1,85,1.2669254541397095
1,86,0.31074634194374084
1,87,3.2412948608398438
1,88,0.635148823261261
1,89,0.5080434679985046
1,90,2.007603645324707
1,91,1.062950849533081
1,92,0.30806222558021545
1,93,0.5624909996986389
1,94,3.6577835083007812
1,95,0.4847438931465149
1,96,0.6961967349052429
1,97,2.2090225219726562
1,98,0.8293684124946594
1,99,1.1212154626846313
1,100,1.6140133142471313
1,101,0.48710307478904724
1,102,0.5465916991233826
1,103,2.901967763900757
1,104,0.28491029143333435
1,105,0.9945653080940247
1,106,0.7820593118667603
1,107,0.8627123236656189
1,108,0.6853398680686951
1,109,2.1329867839813232
1,110,2.361403703689575
1,111,0.3950352966785431
1,112,0.7453548312187195
1,113,0.22506649792194366
1,114,0.5146117210388184
1,115,0.22890782356262207
1,116,0.24472676217556
1,117,0.07760866731405258
1,118,0.9632067680358887
1,119,2.7347238063812256
1,120,0.45037683844566345
1,121,0.6318296790122986
1,122,1.795994758605957
1,123,1.0350216627120972
1,124,0.7083998322486877
1,125,1.1705565452575684
1,126,0.3146781325340271
1,127,0.5846536159515381
1,128,2.823704481124878
1,129,0.4163129925727844
1,130,0.6992956399917603
1,131,0.7431121468544006
1,132,0.6993662714958191
1,133,1.0717111825942993
1,134,0.6757330894470215
1,135,1.0774043798446655
1,136,1.4925035238265991
1,137,1.731368899345398
