,epoch,batch,loss
0,1,0,1.34302818775177
1,1,1,40.61343002319336
2,1,2,3.5381743907928467
3,1,3,0.17656850814819336
4,1,4,9.235089302062988
5,1,5,14.97081184387207
6,1,6,4.599677562713623
7,1,7,0.7193176746368408
8,1,8,1.3171472549438477
9,1,9,0.011940240859985352
10,1,10,2.0533018112182617
11,1,11,3.1610054969787598
12,1,12,5.301270961761475
13,1,13,3.879547357559204
14,1,14,1.8521536588668823
15,1,15,1.0415083169937134
16,1,16,1.0148792266845703
17,1,17,0.6594135761260986
18,1,18,1.5411219596862793
19,1,19,1.8994332551956177
20,1,20,2.4404749870300293
21,1,21,0.6084317564964294
22,1,22,1.8980759382247925
23,1,23,2.363304376602173
24,1,24,1.1235978603363037
25,1,25,0.815555989742279
26,1,26,0.9536666870117188
27,1,27,0.7425376176834106
28,1,28,0.8916860222816467
29,1,29,0.85225510597229
30,1,30,1.1836695671081543
31,1,31,0.8875561356544495
32,1,32,1.356971263885498
33,1,33,0.8639304637908936
34,1,34,0.6768648624420166
35,1,35,0.38497117161750793
36,1,36,1.5279988050460815
37,1,37,0.0911359041929245
38,1,38,0.5950734615325928
39,1,39,1.1629252433776855
40,1,40,0.5376932621002197
41,1,41,1.3624985218048096
42,1,42,0.7760698199272156
43,1,43,0.7024704217910767
44,1,44,0.7274987697601318
45,1,45,1.1096446514129639
46,1,46,0.7733665704727173
47,1,47,2.7290613651275635
48,1,48,0.004041826352477074
49,1,49,1.4464211463928223
50,1,50,0.9632315039634705
51,1,51,1.6437338590621948
52,1,52,1.4711273908615112
53,1,53,1.103651523590088
54,1,54,0.7994533777236938
55,1,55,0.7035372257232666
56,1,56,0.48075777292251587
57,1,57,0.3502274453639984
58,1,58,2.4356772899627686
59,1,59,0.23795996606349945
60,1,60,1.0972486734390259
61,1,61,1.6705995798110962
62,1,62,0.8344404101371765
63,1,63,1.159627079963684
64,1,64,1.052438735961914
65,1,65,2.3712058067321777
66,1,66,1.0486122369766235
67,1,67,0.6458876132965088
68,1,68,1.7195732593536377
69,1,69,0.7095959186553955
70,1,70,0.9466772675514221
71,1,71,0.8403865098953247
72,1,72,1.4613958597183228
73,1,73,0.8324833512306213
74,1,74,0.554278552532196
75,1,75,2.6294100284576416
76,1,76,0.8103360533714294
77,1,77,1.10893714427948
78,1,78,0.6392980217933655
79,1,79,0.5525577664375305
80,1,80,1.0768229961395264
81,1,81,0.4630507826805115
82,1,82,1.2988173961639404
83,1,83,0.3793106973171234
84,1,84,1.4826921224594116
85,1,85,0.45146867632865906
86,1,86,0.8542580008506775
87,1,87,0.8165184855461121
88,1,88,0.442242830991745
89,1,89,1.6598740816116333
90,1,90,0.3022056221961975
91,1,91,1.3441144227981567
92,1,92,1.5858699083328247
93,1,93,0.939824104309082
94,1,94,1.5733702182769775
95,1,95,0.7494574785232544
96,1,96,0.9248183369636536
97,1,97,1.2587683200836182
98,1,98,1.6796016693115234
99,1,99,1.8731591701507568
100,1,100,1.1849749088287354
101,1,101,0.735608696937561
102,1,102,0.5813958644866943
103,1,103,0.3139094114303589
104,1,104,0.7169498801231384
105,1,105,0.23549418151378632
106,1,106,1.1625357866287231
107,1,107,1.700382113456726
108,1,108,0.9711289405822754
109,1,109,1.3592133522033691
110,1,110,0.8897660970687866
111,1,111,1.2618032693862915
112,1,112,0.5938138365745544
113,1,113,0.7195003628730774
114,1,114,3.6502020359039307
115,1,115,2.462705135345459
116,1,116,1.6273387670516968
117,1,117,0.8147206902503967
118,1,118,2.088721513748169
119,1,119,0.8246924877166748
120,1,120,1.222901701927185
121,1,121,0.7341615557670593
122,1,122,1.4099088907241821
123,1,123,0.5633298754692078
124,1,124,0.6935352683067322
125,1,125,1.7848842144012451
126,1,126,1.072006106376648
127,1,127,0.9424613118171692
128,1,128,0.7301236987113953
129,1,129,0.8788330554962158
130,1,130,0.8416987061500549
131,1,131,2.373133420944214
132,1,132,2.9431536197662354
133,1,133,1.2844605445861816
134,1,134,0.5373914241790771
135,1,135,1.2704933881759644
136,1,136,1.5378711223602295
137,1,137,0.9278645515441895
138,1,138,1.9069914817810059
139,1,139,0.5107715129852295
140,1,140,0.7401736974716187
141,1,141,0.8368877172470093
142,1,142,1.0129215717315674
143,1,143,0.7637548446655273
144,1,144,0.47901827096939087
145,1,145,0.4464724361896515
146,1,146,0.7291960716247559
147,1,147,2.380403757095337
148,1,148,1.3014144897460938
149,1,149,2.5058953762054443
150,1,150,1.0265393257141113
151,1,151,1.067315697669983
152,1,152,1.0472840070724487
153,1,153,1.3147636651992798
154,1,154,0.8571727275848389
155,1,155,0.4940335750579834
156,1,156,0.47404688596725464
157,1,157,1.978489875793457
158,1,158,0.256828248500824
159,1,159,5.389338493347168
160,1,160,0.5558359026908875
161,1,161,1.1036685705184937
162,1,162,0.7801339626312256
163,1,163,0.9104042649269104
164,1,164,0.5475003719329834
165,1,165,1.1302391290664673
166,1,166,2.0865883827209473
167,1,167,0.7665611505508423
168,1,168,1.4214509725570679
169,1,169,0.5370691418647766
170,1,170,0.606915295124054
171,1,171,0.4434987008571625
172,1,172,1.1144659519195557
173,1,173,0.75083327293396
174,1,174,0.6724041700363159
175,1,175,0.6723666191101074
176,1,176,1.4131916761398315
177,1,177,1.5562632083892822
178,1,178,0.42505306005477905
179,1,179,0.766806423664093
180,1,180,0.5714512467384338
181,1,181,1.174045443534851
182,1,182,0.9876400232315063
183,1,183,1.946780800819397
184,1,184,0.803290069103241
185,1,185,1.096992015838623
186,1,186,1.5285041332244873
187,1,187,2.476083755493164
188,1,188,0.5327441692352295
