,epoch,batch,loss
0,0,0,1.6826132535934448
1,0,1,31.836997985839844
2,0,2,5.462368011474609
3,0,3,2.8451411724090576
4,0,4,17.342159271240234
5,0,5,9.798421859741211
6,0,6,2.2749130725860596
7,0,7,1.2586106061935425
8,0,8,0.7241292595863342
9,0,9,2.7989559173583984
10,0,10,3.2846992015838623
11,0,11,2.9241554737091064
12,0,12,2.298384189605713
13,0,13,1.0405628681182861
14,0,14,2.9600589275360107
15,0,15,1.1350737810134888
16,0,16,0.10869862139225006
17,0,17,0.3156171143054962
18,0,18,0.8592346906661987
19,0,19,0.8995881676673889
20,0,20,0.7851834297180176
21,0,21,0.9205485582351685
22,0,22,0.7690521478652954
23,0,23,1.8645833730697632
24,0,24,0.30456802248954773
25,0,25,0.9518341422080994
26,0,26,1.2900935411453247
27,0,27,0.691124439239502
28,0,28,1.8607733249664307
29,0,29,2.196458339691162
30,0,30,0.7301152348518372
31,0,31,0.9155269861221313
32,0,32,2.3947489261627197
33,0,33,0.948100209236145
34,0,34,1.0262876749038696
35,0,35,0.41916099190711975
36,0,36,1.128903865814209
37,0,37,1.9544421434402466
38,0,38,0.5429452657699585
39,0,39,2.6818642616271973
40,0,40,0.7308525443077087
41,0,41,0.6517901420593262
42,0,42,1.4768664836883545
43,0,43,0.753596842288971
44,0,44,0.6499138474464417
45,0,45,0.4441501200199127
46,0,46,0.7693735361099243
47,0,47,1.181695818901062
48,0,48,1.1511549949645996
49,0,49,2.9135968685150146
50,0,50,0.5073210000991821
51,0,51,0.442597359418869
52,0,52,1.6796941757202148
53,0,53,0.9949365258216858
54,0,54,0.6048277020454407
55,0,55,0.6761522889137268
56,0,56,2.0693092346191406
57,0,57,0.5597922801971436
58,0,58,1.7979167699813843
59,0,59,1.2998982667922974
60,0,60,0.5643733143806458
61,0,61,0.5595701932907104
62,0,62,0.6870324015617371
63,0,63,1.1360447406768799
64,0,64,0.6041112542152405
65,0,65,0.7645876407623291
66,0,66,1.9172693490982056
67,0,67,1.1154181957244873
68,0,68,0.6702008247375488
69,0,69,0.7422205805778503
70,0,70,0.48423412442207336
71,0,71,0.687653124332428
72,0,72,0.5375726222991943
73,0,73,0.45197057723999023
74,0,74,0.2438799887895584
75,0,75,1.3266152143478394
76,0,76,0.6687871813774109
77,0,77,1.1348339319229126
78,0,78,0.831227719783783
79,0,79,1.0607932806015015
80,0,80,1.0558750629425049
81,0,81,1.3041129112243652
82,0,82,0.5775395631790161
83,0,83,0.8561680316925049
84,0,84,0.2742387056350708
85,0,85,0.8422232270240784
86,0,86,0.5674471855163574
87,0,87,1.4092729091644287
88,0,88,0.8884767889976501
89,0,89,1.0334744453430176
90,0,90,0.9933504462242126
91,0,91,1.4430222511291504
92,0,92,0.710355281829834
93,0,93,1.4507607221603394
94,0,94,0.9349720478057861
95,0,95,1.0795572996139526
96,0,96,0.6986520290374756
97,0,97,0.7450499534606934
98,0,98,0.36882272362709045
99,0,99,0.4762382507324219
100,0,100,1.7041375637054443
101,0,101,1.0752155780792236
102,0,102,1.6629509925842285
103,0,103,1.2446664571762085
104,0,104,0.6100896596908569
105,0,105,1.7028635740280151
106,0,106,1.0004668235778809
107,0,107,0.9614003300666809
108,0,108,1.731274962425232
109,0,109,1.3802974224090576
110,0,110,1.578666090965271
111,0,111,1.152576208114624
112,0,112,1.6601001024246216
113,0,113,0.8666477799415588
114,0,114,0.7877618670463562
